"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - A. Socialdemokratiet";"FV2019 - B. Radikale Venstre";"FV2019 - C. Det Konservative Folkeparti";"FV2019 - F. SF - Socialistisk Folkeparti";"FV2019 - I. Liberal Alliance";"FV2019 - K. Kristendemokraterne";"FV2019 - O. Dansk Folkeparti";"FV2019 - V. Venstre, Danmarks Liberale Parti";"FV2019 - Ø. Enhedslisten - De Rød-Grønne";"FV2019 - Å. Alternativet";"FV2019 - D. Nye Borgerlige";"FV2019 - P. Stram Kurs";"FV2019 - E. Klaus Riskær Pedersen";"FV2019 - 1. Uden for partierne";"FV2019 - 2. Uden for partierne";"FV2019 - 3. Uden for partierne";"FV2019 - 4. Uden for partierne";"FV2019 - 5. Uden for partierne"
"550012";"550012";"51";"7";"2";"2499";"2008";"17";"6";"1985";"440";"91";"62";"84";"33";"105";"275";"706";"36";"18";"104";"23";"7";"1";"-";"-";"-";"-"
"550014";"550014";"51";"7";"2";"992";"787";"8";"2";"777";"146";"17";"27";"34";"14";"26";"108";"285";"20";"13";"53";"29";"5";"0";"-";"-";"-";"-"
"550015";"550015";"51";"7";"2";"569";"464";"6";"5";"453";"88";"8";"14";"18";"4";"53";"62";"148";"11";"2";"28";"16";"1";"0";"-";"-";"-";"-"
"550016";"550016";"51";"7";"2";"662";"534";"11";"2";"521";"85";"11";"11";"12";"11";"19";"108";"199";"14";"4";"25";"16";"6";"0";"-";"-";"-";"-"
"550017";"550017";"51";"7";"2";"1510";"1251";"9";"7";"1235";"216";"36";"42";"48";"16";"104";"169";"467";"25";"7";"60";"30";"15";"0";"-";"-";"-";"-"
"550018";"550018";"51";"7";"2";"531";"466";"5";"4";"457";"92";"14";"18";"11";"8";"4";"89";"176";"13";"6";"20";"5";"1";"0";"-";"-";"-";"-"
"550019";"550019";"51";"7";"2";"407";"336";"7";"1";"328";"81";"13";"7";"12";"4";"19";"53";"108";"7";"0";"15";"7";"2";"0";"-";"-";"-";"-"
"550021";"550021";"51";"7";"2";"478";"377";"4";"3";"370";"97";"7";"14";"18";"9";"4";"43";"128";"9";"3";"23";"11";"3";"1";"-";"-";"-";"-"
"550023";"550023";"51";"7";"2";"3026";"2471";"25";"18";"2428";"623";"70";"103";"61";"38";"79";"308";"888";"52";"20";"124";"43";"19";"0";"-";"-";"-";"-"
"550024";"550024";"51";"7";"2";"755";"601";"7";"2";"592";"118";"19";"29";"33";"12";"13";"84";"197";"17";"12";"38";"15";"4";"1";"-";"-";"-";"-"
"550025";"550025";"51";"7";"2";"6111";"4847";"43";"20";"4784";"1355";"255";"260";"488";"83";"75";"447";"1278";"220";"76";"133";"91";"21";"2";"-";"-";"-";"-"
"550027";"550027";"51";"7";"2";"809";"670";"9";"1";"660";"161";"19";"23";"36";"8";"13";"119";"215";"8";"7";"25";"24";"2";"0";"-";"-";"-";"-"
"550029";"550029";"51";"7";"2";"712";"592";"3";"1";"588";"136";"20";"36";"49";"5";"22";"81";"168";"25";"14";"22";"10";"0";"0";"-";"-";"-";"-"
"550051";"550051";"51";"7";"2";"418";"338";"3";"0";"335";"65";"24";"22";"19";"4";"4";"41";"111";"14";"6";"17";"3";"5";"0";"-";"-";"-";"-"
"550061";"550061";"51";"7";"2";"2827";"2264";"25";"4";"2235";"604";"53";"113";"68";"43";"39";"343";"734";"54";"13";"120";"35";"15";"1";"-";"-";"-";"-"
"550071";"550071";"51";"7";"2";"478";"399";"4";"2";"393";"71";"10";"11";"17";"10";"15";"41";"178";"12";"3";"15";"7";"2";"1";"-";"-";"-";"-"
"561002";"561002";"52";"7";"2";"10273";"7968";"104";"37";"7827";"1947";"526";"476";"491";"288";"89";"619";"1994";"602";"225";"283";"193";"89";"5";"-";"-";"-";"-"
"561003";"561003";"52";"7";"2";"2220";"1649";"18";"10";"1621";"627";"62";"57";"111";"32";"16";"182";"283";"125";"24";"53";"37";"10";"2";"-";"-";"-";"-"
"561004";"561004";"52";"7";"2";"3483";"2807";"28";"7";"2772";"918";"160";"105";"196";"50";"32";"328";"508";"215";"59";"104";"68";"28";"1";"-";"-";"-";"-"
"561005";"561005";"52";"7";"2";"4647";"3543";"34";"16";"3493";"1187";"290";"84";"212";"48";"61";"453";"511";"319";"65";"146";"92";"24";"1";"-";"-";"-";"-"
"561006";"561006";"52";"7";"2";"4775";"3877";"43";"12";"3822";"1203";"247";"198";"260";"73";"55";"345";"785";"311";"95";"140";"80";"29";"1";"-";"-";"-";"-"
"561007";"561007";"52";"7";"2";"3573";"2784";"23";"15";"2746";"1000";"166";"73";"201";"40";"28";"368";"381";"217";"56";"120";"79";"15";"2";"-";"-";"-";"-"
"561008";"561008";"53";"7";"2";"1588";"1388";"15";"3";"1370";"332";"67";"74";"52";"24";"28";"194";"418";"49";"21";"69";"31";"11";"0";"-";"-";"-";"-"
"561011";"561011";"52";"7";"2";"3129";"2643";"17";"6";"2620";"711";"167";"155";"161";"54";"38";"268";"769";"116";"31";"101";"31";"18";"0";"-";"-";"-";"-"
"561012";"561012";"53";"7";"2";"2493";"2140";"20";"3";"2117";"537";"120";"113";"105";"31";"24";"282";"672";"62";"32";"89";"35";"14";"1";"-";"-";"-";"-"
"561015";"561015";"52";"7";"2";"5371";"4586";"29";"21";"4536";"1386";"210";"229";"215";"85";"100";"582";"1216";"186";"57";"181";"63";"24";"2";"-";"-";"-";"-"
"561016";"561016";"53";"7";"2";"5773";"5029";"20";"15";"4994";"1155";"279";"405";"189";"146";"57";"435";"1788";"138";"48";"234";"70";"47";"3";"-";"-";"-";"-"
"561017";"561017";"53";"7";"2";"1073";"948";"4";"1";"943";"237";"43";"46";"39";"21";"23";"103";"296";"33";"12";"61";"17";"12";"0";"-";"-";"-";"-"
"561020";"561020";"53";"7";"2";"2561";"2221";"13";"2";"2206";"599";"118";"104";"126";"44";"34";"273";"641";"88";"45";"78";"39";"17";"0";"-";"-";"-";"-"
"561021";"561021";"52";"7";"2";"2755";"2024";"21";"4";"1999";"711";"140";"55";"108";"29";"43";"235";"359";"145";"26";"78";"57";"12";"1";"-";"-";"-";"-"
"561022";"561022";"52";"7";"2";"2488";"2012";"15";"3";"1994";"590";"65";"84";"82";"29";"39";"286";"542";"74";"23";"119";"49";"11";"1";"-";"-";"-";"-"
"561023";"561023";"52";"7";"2";"2898";"2465";"38";"4";"2423";"930";"78";"90";"133";"32";"43";"306";"500";"112";"25";"97";"57";"19";"1";"-";"-";"-";"-"
"561024";"561024";"53";"7";"2";"2841";"2477";"20";"4";"2453";"702";"128";"127";"116";"50";"56";"291";"694";"96";"30";"91";"51";"20";"1";"-";"-";"-";"-"
"561025";"561025";"53";"7";"2";"7899";"6589";"78";"22";"6489";"1836";"242";"335";"297";"130";"142";"815";"1921";"223";"94";"281";"124";"42";"7";"-";"-";"-";"-"
"561028";"561028";"53";"7";"2";"8640";"7294";"54";"23";"7217";"2039";"434";"396";"553";"155";"93";"698";"1859";"467";"163";"208";"95";"53";"4";"-";"-";"-";"-"
"561032";"561032";"53";"7";"2";"1478";"1273";"12";"4";"1257";"326";"49";"29";"86";"24";"35";"148";"363";"67";"45";"59";"16";"9";"1";"-";"-";"-";"-"
"561033";"561033";"53";"7";"2";"2040";"1700";"29";"5";"1666";"421";"57";"90";"74";"27";"32";"246";"542";"40";"22";"71";"33";"11";"0";"-";"-";"-";"-"
"561035";"561035";"53";"7";"2";"29";"23";"1";"1";"21";"6";"1";"0";"2";"0";"1";"1";"5";"1";"1";"0";"1";"2";"0";"-";"-";"-";"-"
"561038";"561038";"53";"7";"2";"1161";"940";"8";"2";"930";"216";"31";"26";"45";"22";"18";"121";"338";"38";"11";"37";"16";"11";"0";"-";"-";"-";"-"
"561040";"561040";"53";"7";"2";"2705";"2194";"22";"6";"2166";"507";"78";"80";"84";"37";"42";"351";"748";"62";"19";"97";"46";"15";"0";"-";"-";"-";"-"
"563001";"563001";"52";"7";"2";"2359";"2080";"15";"4";"2061";"505";"157";"169";"170";"31";"23";"184";"463";"209";"72";"33";"20";"25";"0";"-";"-";"-";"-"
"563002";"563002";"52";"7";"2";"276";"252";"2";"0";"250";"70";"15";"17";"19";"3";"2";"17";"49";"32";"21";"2";"0";"3";"0";"-";"-";"-";"-"
"573001";"573001";"54";"7";"2";"10780";"8740";"75";"26";"8639";"2311";"459";"443";"409";"258";"128";"1104";"2570";"285";"119";"315";"169";"65";"4";"-";"-";"-";"-"
"573004";"573004";"54";"7";"2";"849";"761";"5";"0";"756";"158";"39";"35";"38";"17";"19";"88";"271";"30";"17";"21";"13";"10";"0";"-";"-";"-";"-"
"573005";"573005";"54";"7";"2";"581";"521";"3";"2";"516";"102";"31";"23";"26";"26";"7";"71";"165";"16";"3";"29";"11";"6";"0";"-";"-";"-";"-"
"573006";"573006";"54";"7";"2";"635";"540";"4";"0";"536";"100";"26";"22";"20";"16";"12";"67";"221";"15";"5";"16";"14";"2";"0";"-";"-";"-";"-"
"573007";"573007";"54";"7";"2";"1133";"995";"9";"3";"983";"224";"39";"35";"38";"29";"14";"139";"351";"29";"13";"52";"17";"3";"0";"-";"-";"-";"-"
"573008";"573008";"54";"7";"2";"801";"700";"4";"1";"695";"162";"24";"18";"16";"14";"15";"102";"276";"12";"6";"29";"14";"6";"1";"-";"-";"-";"-"
"573009";"573009";"54";"7";"2";"962";"832";"10";"2";"820";"166";"46";"31";"37";"16";"25";"108";"303";"25";"11";"38";"9";"4";"1";"-";"-";"-";"-"
"573010";"573010";"54";"7";"2";"938";"769";"6";"0";"763";"132";"35";"29";"33";"34";"20";"119";"279";"14";"11";"28";"20";"9";"0";"-";"-";"-";"-"
"573013";"573013";"54";"7";"2";"1709";"1428";"16";"1";"1411";"309";"57";"62";"50";"29";"27";"225";"490";"54";"24";"40";"22";"21";"1";"-";"-";"-";"-"
"573014";"573014";"54";"7";"2";"588";"509";"8";"0";"501";"81";"26";"39";"16";"19";"26";"46";"186";"17";"13";"15";"7";"9";"1";"-";"-";"-";"-"
"573015";"573015";"54";"7";"2";"1136";"965";"14";"3";"948";"193";"35";"42";"43";"35";"45";"121";"341";"28";"12";"35";"10";"6";"2";"-";"-";"-";"-"
"573018";"573018";"54";"7";"2";"2791";"2394";"31";"5";"2358";"608";"113";"132";"114";"68";"38";"341";"667";"65";"32";"122";"35";"21";"2";"-";"-";"-";"-"
"573019";"573019";"54";"7";"2";"463";"395";"2";"1";"392";"80";"19";"40";"15";"15";"7";"61";"113";"5";"6";"18";"8";"5";"0";"-";"-";"-";"-"
"573022";"573022";"54";"7";"2";"873";"771";"11";"1";"759";"143";"32";"21";"37";"7";"16";"113";"300";"19";"9";"32";"23";"5";"2";"-";"-";"-";"-"
"573023";"573023";"54";"7";"2";"1216";"1048";"3";"2";"1043";"199";"45";"33";"35";"14";"36";"146";"443";"25";"14";"31";"15";"7";"0";"-";"-";"-";"-"
"573024";"573024";"54";"7";"2";"465";"402";"3";"1";"398";"57";"15";"18";"8";"7";"3";"58";"186";"10";"5";"18";"10";"3";"0";"-";"-";"-";"-"
"573026";"573026";"54";"7";"2";"1057";"919";"10";"0";"909";"183";"26";"32";"17";"13";"24";"100";"429";"21";"8";"30";"19";"7";"0";"-";"-";"-";"-"
"573027";"573027";"54";"7";"2";"786";"630";"7";"2";"621";"96";"26";"25";"18";"11";"28";"77";"286";"8";"4";"25";"12";"5";"0";"-";"-";"-";"-"
"573028";"573028";"54";"7";"2";"1012";"863";"8";"4";"851";"173";"37";"30";"24";"12";"17";"122";"357";"23";"12";"27";"10";"7";"0";"-";"-";"-";"-"
"573030";"573030";"54";"7";"2";"4378";"3699";"25";"7";"3667";"752";"140";"140";"106";"61";"296";"476";"1337";"103";"18";"145";"73";"20";"0";"-";"-";"-";"-"
"573031";"573031";"54";"7";"2";"1507";"1294";"23";"2";"1269";"266";"37";"50";"29";"41";"30";"176";"504";"30";"17";"50";"31";"6";"2";"-";"-";"-";"-"
"573032";"573032";"54";"7";"2";"1346";"1103";"5";"2";"1096";"250";"48";"29";"51";"29";"48";"142";"368";"33";"15";"49";"21";"13";"0";"-";"-";"-";"-"
"573033";"573033";"54";"7";"2";"583";"519";"4";"2";"513";"68";"18";"14";"18";"18";"23";"48";"241";"21";"6";"26";"7";"5";"0";"-";"-";"-";"-"
"575001";"575001";"55";"7";"2";"4051";"3410";"25";"13";"3372";"1058";"111";"144";"121";"77";"55";"406";"1049";"97";"28";"146";"53";"26";"1";"-";"-";"-";"-"
"575002";"575002";"55";"7";"2";"613";"513";"2";"1";"510";"124";"16";"18";"19";"10";"5";"86";"177";"10";"6";"27";"6";"6";"0";"-";"-";"-";"-"
"575003";"575003";"55";"7";"2";"2635";"2129";"22";"7";"2100";"563";"67";"95";"86";"38";"37";"302";"636";"78";"22";"116";"41";"18";"1";"-";"-";"-";"-"
"575004";"575004";"55";"7";"2";"842";"720";"8";"3";"709";"139";"16";"19";"31";"12";"17";"131";"275";"11";"5";"43";"5";"4";"1";"-";"-";"-";"-"
"575005";"575005";"55";"7";"2";"922";"758";"6";"1";"751";"146";"29";"25";"16";"18";"13";"109";"308";"17";"8";"42";"16";"4";"0";"-";"-";"-";"-"
"575006";"575006";"55";"7";"2";"422";"350";"2";"1";"347";"77";"12";"17";"18";"12";"5";"44";"134";"10";"2";"12";"2";"2";"0";"-";"-";"-";"-"
"575007";"575007";"55";"7";"2";"2611";"2150";"22";"12";"2116";"463";"73";"162";"74";"36";"80";"270";"684";"64";"27";"137";"32";"12";"2";"-";"-";"-";"-"
"575008";"575008";"55";"7";"2";"679";"570";"8";"0";"562";"95";"19";"25";"19";"7";"18";"73";"204";"32";"8";"48";"12";"2";"0";"-";"-";"-";"-"
"575009";"575009";"55";"7";"2";"1915";"1621";"18";"7";"1596";"422";"67";"69";"57";"31";"30";"192";"524";"43";"19";"101";"29";"10";"2";"-";"-";"-";"-"
"575010";"575010";"55";"7";"2";"525";"458";"3";"1";"454";"90";"20";"29";"10";"11";"8";"49";"188";"7";"5";"29";"6";"1";"1";"-";"-";"-";"-"
"575011";"575011";"55";"7";"2";"1310";"1086";"10";"5";"1071";"279";"32";"36";"28";"15";"13";"149";"370";"31";"9";"72";"25";"12";"0";"-";"-";"-";"-"
"575012";"575012";"55";"7";"2";"345";"304";"1";"0";"303";"46";"12";"16";"9";"17";"8";"37";"123";"9";"6";"13";"4";"3";"0";"-";"-";"-";"-"
"575013";"575013";"55";"7";"2";"578";"484";"4";"1";"479";"89";"13";"23";"22";"11";"14";"66";"144";"24";"6";"52";"10";"5";"0";"-";"-";"-";"-"
"575014";"575014";"55";"7";"2";"6638";"5401";"44";"18";"5339";"1771";"244";"312";"223";"88";"61";"663";"1417";"196";"48";"201";"78";"35";"2";"-";"-";"-";"-"
"575015";"575015";"55";"7";"2";"524";"464";"3";"1";"460";"76";"24";"18";"22";"13";"4";"72";"181";"13";"8";"17";"12";"0";"0";"-";"-";"-";"-"
"575016";"575016";"55";"7";"2";"2360";"2135";"16";"2";"2117";"470";"152";"139";"105";"70";"34";"179";"748";"69";"53";"61";"21";"14";"2";"-";"-";"-";"-"
"575017";"575017";"55";"7";"2";"1083";"946";"5";"1";"940";"230";"42";"53";"58";"15";"32";"111";"262";"30";"20";"60";"17";"10";"0";"-";"-";"-";"-"
"575018";"575018";"55";"7";"2";"1124";"975";"4";"0";"971";"267";"43";"49";"44";"24";"15";"121";"262";"37";"13";"64";"23";"9";"0";"-";"-";"-";"-"
"575019";"575019";"55";"7";"2";"1514";"1262";"10";"1";"1251";"263";"51";"49";"67";"32";"25";"222";"363";"47";"13";"78";"33";"8";"0";"-";"-";"-";"-"
"580001";"580001";"50";"7";"2";"631";"536";"10";"0";"526";"122";"14";"5";"17";"11";"10";"110";"164";"16";"2";"37";"14";"4";"0";"-";"-";"-";"-"
"580002";"580002";"50";"7";"2";"647";"539";"2";"1";"536";"119";"15";"15";"14";"4";"20";"75";"212";"14";"9";"24";"13";"2";"0";"-";"-";"-";"-"
"580003";"580003";"50";"7";"2";"5189";"4297";"34";"13";"4250";"1235";"179";"145";"141";"64";"99";"646";"1327";"89";"34";"173";"88";"23";"7";"-";"-";"-";"-"
"580004";"580004";"50";"7";"2";"3338";"2843";"19";"9";"2815";"707";"139";"124";"149";"43";"35";"364";"942";"104";"37";"115";"35";"20";"1";"-";"-";"-";"-"
"580005";"580005";"50";"7";"2";"1413";"1220";"2";"3";"1215";"315";"37";"27";"32";"11";"68";"251";"330";"42";"7";"59";"32";"4";"0";"-";"-";"-";"-"
"580006";"580006";"50";"7";"2";"663";"540";"9";"2";"529";"94";"15";"17";"15";"14";"7";"81";"233";"11";"3";"23";"10";"5";"1";"-";"-";"-";"-"
"580007";"580007";"50";"7";"2";"1619";"1304";"14";"2";"1288";"311";"44";"43";"36";"11";"33";"215";"454";"29";"5";"63";"30";"14";"0";"-";"-";"-";"-"
"580008";"580008";"50";"7";"2";"1742";"1494";"15";"3";"1476";"330";"80";"79";"72";"32";"24";"201";"484";"53";"14";"76";"20";"10";"1";"-";"-";"-";"-"
"580009";"580009";"50";"7";"2";"1607";"1341";"7";"7";"1327";"299";"44";"57";"59";"18";"13";"198";"475";"20";"15";"88";"33";"8";"0";"-";"-";"-";"-"
"580010";"580010";"50";"7";"2";"908";"759";"5";"4";"750";"180";"32";"16";"29";"5";"12";"105";"284";"23";"14";"36";"7";"6";"1";"-";"-";"-";"-"
"580011";"580011";"50";"7";"2";"1829";"1437";"19";"6";"1412";"289";"44";"55";"33";"15";"90";"266";"456";"33";"16";"66";"34";"14";"1";"-";"-";"-";"-"
"580012";"580012";"50";"7";"2";"2503";"1938";"15";"5";"1918";"507";"68";"54";"74";"23";"35";"271";"669";"54";"8";"105";"44";"6";"0";"-";"-";"-";"-"
"580013";"580013";"50";"7";"2";"1634";"1337";"11";"1";"1325";"310";"34";"41";"42";"21";"10";"224";"468";"30";"10";"103";"26";"5";"1";"-";"-";"-";"-"
"580014";"580014";"50";"7";"2";"2893";"2376";"15";"10";"2351";"488";"107";"156";"82";"51";"22";"414";"772";"53";"21";"112";"58";"15";"0";"-";"-";"-";"-"
"580015";"580015";"50";"7";"2";"3509";"2757";"23";"13";"2721";"691";"122";"99";"89";"23";"28";"477";"867";"71";"24";"133";"68";"29";"0";"-";"-";"-";"-"
"580016";"580016";"50";"7";"2";"7180";"5856";"55";"12";"5789";"1520";"424";"298";"322";"123";"108";"676";"1532";"293";"112";"232";"106";"41";"2";"-";"-";"-";"-"
"580017";"580017";"50";"7";"2";"2974";"2469";"21";"6";"2442";"808";"143";"95";"139";"27";"40";"302";"637";"87";"36";"79";"40";"7";"2";"-";"-";"-";"-"
"580018";"580018";"50";"7";"2";"2116";"1685";"14";"4";"1667";"533";"114";"77";"104";"29";"24";"200";"360";"70";"34";"69";"37";"13";"3";"-";"-";"-";"-"
"607001";"607001";"58";"7";"2";"10803";"8631";"109";"41";"8481";"2919";"436";"437";"585";"163";"171";"1044";"1433";"548";"162";"294";"189";"91";"9";"-";"-";"-";"-"
"607002";"607002";"58";"7";"2";"1126";"977";"7";"1";"969";"252";"59";"52";"47";"17";"43";"115";"248";"41";"16";"51";"22";"6";"0";"-";"-";"-";"-"
"607003";"607003";"58";"7";"2";"7253";"6386";"42";"21";"6323";"1758";"356";"444";"317";"137";"110";"791";"1747";"230";"92";"193";"89";"59";"0";"-";"-";"-";"-"
"607004";"607004";"58";"7";"2";"599";"524";"8";"1";"515";"110";"29";"26";"31";"18";"9";"82";"129";"14";"12";"29";"19";"6";"1";"-";"-";"-";"-"
"607005";"607005";"58";"7";"2";"4013";"3520";"34";"5";"3481";"853";"235";"249";"166";"69";"78";"453";"1023";"97";"50";"137";"47";"24";"0";"-";"-";"-";"-"
"607006";"607006";"58";"7";"2";"7843";"6179";"75";"21";"6083";"2150";"375";"285";"305";"87";"85";"824";"1133";"375";"101";"211";"107";"45";"0";"-";"-";"-";"-"
"607007";"607007";"58";"7";"2";"1471";"1314";"7";"3";"1304";"341";"77";"101";"61";"24";"12";"151";"380";"52";"24";"47";"18";"15";"1";"-";"-";"-";"-"
"607008";"607008";"58";"7";"2";"4922";"3705";"48";"23";"3634";"1049";"218";"180";"250";"102";"48";"431";"582";"334";"131";"143";"104";"56";"6";"-";"-";"-";"-"
"615001";"615001";"71";"8";"3";"4657";"3557";"37";"8";"3512";"1270";"211";"139";"229";"88";"39";"438";"510";"281";"75";"88";"101";"37";"6";"0";"-";"-";"-"
"615002";"615002";"71";"8";"3";"4673";"3521";"51";"21";"3449";"1177";"198";"137";"266";"100";"36";"401";"502";"284";"88";"90";"132";"35";"3";"0";"-";"-";"-"
"615003";"615003";"71";"8";"3";"7339";"5566";"56";"25";"5485";"1446";"399";"333";"426";"247";"84";"498";"1131";"381";"145";"156";"167";"58";"9";"5";"-";"-";"-"
"615004";"615004";"71";"8";"3";"146";"137";"1";"0";"136";"52";"11";"8";"6";"2";"3";"12";"30";"10";"1";"0";"0";"1";"0";"0";"-";"-";"-"
"615005";"615005";"71";"8";"3";"4304";"3421";"35";"10";"3376";"1037";"269";"180";"292";"107";"56";"376";"493";"278";"81";"72";"95";"37";"3";"0";"-";"-";"-"
"615006";"615006";"71";"8";"3";"7131";"6193";"39";"17";"6137";"1946";"391";"370";"350";"144";"92";"799";"1407";"265";"92";"131";"99";"41";"9";"1";"-";"-";"-"
"615007";"615007";"71";"8";"3";"4220";"3710";"38";"10";"3662";"1087";"225";"213";"254";"114";"65";"469";"896";"116";"41";"82";"72";"25";"3";"0";"-";"-";"-"
"615008";"615008";"71";"8";"3";"2341";"2087";"10";"6";"2071";"527";"164";"141";"122";"86";"36";"245";"595";"41";"21";"40";"40";"12";"1";"0";"-";"-";"-"
"615009";"615009";"71";"8";"3";"2197";"1918";"15";"4";"1899";"505";"145";"108";"113";"68";"32";"226";"505";"60";"35";"37";"48";"16";"1";"0";"-";"-";"-"
"615010";"615010";"71";"8";"3";"2362";"2069";"13";"4";"2052";"583";"138";"126";"127";"67";"42";"227";"507";"75";"51";"46";"42";"20";"1";"0";"-";"-";"-"
"615011";"615011";"71";"8";"3";"4832";"4426";"19";"7";"4400";"823";"350";"518";"197";"218";"93";"376";"1460";"139";"66";"90";"44";"23";"3";"0";"-";"-";"-"
"615012";"615012";"71";"8";"3";"2888";"2607";"24";"4";"2579";"701";"173";"182";"158";"69";"39";"289";"730";"84";"41";"54";"37";"19";"3";"0";"-";"-";"-"
"615013";"615013";"71";"8";"3";"3512";"2932";"26";"8";"2898";"716";"139";"190";"155";"64";"68";"398";"916";"88";"37";"69";"37";"20";"1";"0";"-";"-";"-"
"615014";"615014";"71";"8";"3";"1334";"1162";"12";"1";"1149";"235";"85";"72";"71";"30";"42";"151";"330";"46";"17";"31";"27";"9";"3";"0";"-";"-";"-"
"615015";"615015";"71";"8";"3";"836";"717";"5";"0";"712";"154";"41";"46";"54";"23";"13";"86";"168";"42";"39";"15";"21";"10";"0";"0";"-";"-";"-"
"615016";"615016";"71";"8";"3";"2570";"2204";"17";"6";"2181";"525";"132";"119";"139";"50";"33";"293";"651";"69";"40";"66";"44";"17";"3";"0";"-";"-";"-"
"615017";"615017";"71";"8";"3";"2006";"1781";"18";"5";"1758";"441";"111";"117";"125";"35";"31";"214";"418";"89";"78";"56";"29";"13";"1";"0";"-";"-";"-"
"615018";"615018";"71";"8";"3";"2543";"2194";"18";"7";"2169";"588";"126";"109";"135";"66";"36";"246";"556";"99";"60";"79";"44";"23";"2";"0";"-";"-";"-"
"615019";"615019";"71";"8";"3";"1348";"1176";"4";"3";"1169";"298";"82";"56";"85";"19";"19";"118";"330";"85";"20";"20";"23";"12";"0";"2";"-";"-";"-"
"615020";"615020";"71";"8";"3";"545";"497";"8";"0";"489";"100";"53";"13";"39";"13";"10";"65";"121";"32";"24";"9";"7";"3";"0";"0";"-";"-";"-"
"615021";"615021";"71";"8";"3";"1281";"914";"12";"11";"891";"297";"166";"20";"61";"26";"14";"62";"83";"88";"17";"17";"32";"6";"1";"1";"-";"-";"-"
"615022";"615022";"71";"8";"3";"385";"349";"6";"2";"341";"93";"18";"11";"7";"11";"7";"53";"98";"20";"6";"5";"7";"5";"0";"0";"-";"-";"-"
"621001";"621001";"59";"7";"2";"5659";"4535";"55";"20";"4460";"891";"418";"305";"372";"161";"65";"322";"1075";"353";"199";"173";"84";"36";"6";"-";"-";"-";"-"
"621002";"621002";"59";"7";"2";"3615";"2703";"23";"18";"2662";"686";"445";"109";"204";"53";"35";"255";"409";"240";"68";"75";"52";"26";"5";"-";"-";"-";"-"
"621003";"621003";"59";"7";"2";"4177";"3378";"16";"12";"3350";"952";"357";"138";"239";"65";"52";"395";"693";"197";"62";"120";"57";"22";"1";"-";"-";"-";"-"
"621004";"621004";"59";"7";"2";"6199";"5612";"39";"10";"5563";"956";"499";"584";"283";"180";"92";"441";"1981";"138";"100";"184";"76";"47";"2";"-";"-";"-";"-"
"621005";"621005";"59";"7";"2";"3998";"3535";"23";"11";"3501";"821";"261";"213";"214";"83";"40";"384";"1157";"91";"51";"131";"38";"16";"1";"-";"-";"-";"-"
"621006";"621006";"59";"7";"2";"3622";"3190";"27";"6";"3157";"697";"202";"224";"143";"90";"52";"362";"1068";"73";"36";"146";"47";"17";"0";"-";"-";"-";"-"
"621007";"621007";"59";"7";"2";"4199";"3622";"23";"11";"3588";"807";"172";"212";"191";"80";"115";"457";"1108";"130";"66";"161";"57";"31";"1";"-";"-";"-";"-"
"621008";"621008";"60";"7";"2";"4775";"3652";"37";"17";"3598";"970";"270";"143";"292";"115";"62";"484";"647";"240";"107";"145";"98";"23";"2";"-";"-";"-";"-"
"621009";"621009";"60";"7";"2";"6550";"5417";"44";"17";"5356";"1233";"470";"287";"459";"216";"136";"558";"1162";"317";"175";"190";"113";"36";"4";"-";"-";"-";"-"
"621010";"621010";"60";"7";"2";"4493";"3974";"29";"12";"3933";"996";"240";"205";"280";"101";"229";"476";"1006";"113";"70";"139";"54";"24";"0";"-";"-";"-";"-"
"621011";"621011";"60";"7";"2";"3387";"3047";"22";"5";"3020";"635";"237";"240";"140";"102";"50";"268";"1096";"58";"44";"105";"19";"26";"0";"-";"-";"-";"-"
"621012";"621012";"60";"7";"2";"3396";"2980";"12";"6";"2962";"607";"212";"231";"256";"68";"34";"340";"779";"152";"87";"122";"46";"28";"0";"-";"-";"-";"-"
"621013";"621013";"60";"7";"2";"2306";"2025";"15";"8";"2002";"527";"109";"103";"110";"56";"34";"261";"587";"57";"28";"93";"22";"15";"0";"-";"-";"-";"-"
"621014";"621014";"60";"7";"2";"5493";"4588";"36";"12";"4540";"1184";"192";"246";"206";"82";"116";"606";"1384";"107";"58";"229";"98";"29";"3";"-";"-";"-";"-"
"621015";"621015";"60";"7";"2";"5128";"4320";"29";"3";"4288";"1017";"197";"184";"225";"93";"128";"597";"1280";"137";"51";"271";"74";"29";"5";"-";"-";"-";"-"
"630001";"630001";"57";"7";"2";"2403";"1983";"25";"5";"1953";"535";"157";"139";"145";"33";"49";"206";"462";"85";"42";"56";"23";"21";"0";"-";"-";"-";"-"
"630002";"630002";"57";"7";"2";"4675";"4013";"40";"12";"3961";"1064";"270";"207";"269";"105";"147";"463";"1013";"142";"68";"140";"47";"26";"0";"-";"-";"-";"-"
"630003";"630003";"57";"7";"2";"1592";"1431";"5";"6";"1420";"419";"64";"77";"71";"29";"81";"206";"364";"35";"16";"34";"16";"8";"0";"-";"-";"-";"-"
"630004";"630004";"57";"7";"2";"1677";"1421";"15";"6";"1400";"299";"50";"68";"53";"27";"47";"238";"427";"50";"26";"80";"19";"15";"1";"-";"-";"-";"-"
